Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Outlet_Age,Item_Category,Visibility_MeanRatio,Outlet_Location_Score,High_MRP_Flag
FDW33,9.395,Low Fat,0.099101845,Snack Foods,105.828,OUT035,2004,Small,Tier 2,Supermarket Type1,1704.448,9,FD,1.411734058411154,2,0
NCP05,19.6,Low Fat,0.025281802,Health and Hygiene,152.0024,OUT035,2004,Small,Tier 2,Supermarket Type1,2884.2456,9,NC,0.3601464830589908,2,1
FDL56,14.1,Low Fat,0.125675936,Fruits and Vegetables,86.9198,OUT013,1987,High,Tier 3,Supermarket Type1,1133.8574,26,FD,1.7902895669994885,3,0
FDN01,8.895,Low Fat,0.07204818,Breakfast,177.937,OUT027,1985,Medium,Tier 3,Supermarket Type3,6881.043,28,FD,1.026346881357631,3,1
FDA25,16.5,Regular,0.068263916,Canned,104.799,OUT045,2002,Small,Tier 2,Supermarket Type1,1238.388,11,FD,0.9724389609266921,2,0
FDF08,14.3,Regular,0.109144085,Fruits and Vegetables,88.2856,OUT010,1998,Small,Tier 3,Grocery Store,175.7712,15,FD,1.5547886325287077,3,0
FDH08,7.51,Low Fat,0.017425784,Fruits and Vegetables,227.901,OUT035,2004,Small,Tier 2,Supermarket Type1,459.402,9,FD,0.24823526511858737,2,1
DRH03,17.25,Low Fat,0.035118834,Dairy,93.412,OUT049,1999,Medium,Tier 1,Supermarket Type1,932.12,14,DR,0.5002778106652568,1,0
FDQ31,5.785,Regular,0.054066567,Fruits and Vegetables,87.0856,OUT018,2009,Medium,Tier 3,Supermarket Type2,1406.1696,4,FD,0.7701936735412804,3,0
FDO10,13.65,Regular,0.012823829,Snack Foods,55.5588,OUT017,2007,Small,Tier 2,Supermarket Type1,916.1408,6,FD,0.182679103083708,2,0
FDT39,6.26,Regular,0.009883257,Meat,149.8366,OUT049,1999,Medium,Tier 1,Supermarket Type1,1964.7758,14,FD,0.1407898159204851,1,1
FDM22,14.0,Regular,0.041754584,Snack Foods,53.464,OUT027,1985,Medium,Tier 3,Supermarket Type3,1597.92,28,FD,0.5948059627708185,3,0
FDR21,19.7,Low Fat,0.112036236,Snack Foods,174.937,OUT010,1998,Small,Tier 3,Grocery Store,882.185,15,FD,1.5959881487311345,3,1
FDQ01,19.7,Regular,0.161610636,Canned,255.2014,OUT017,2007,Small,Tier 2,Supermarket Type1,3570.0196,6,FD,2.3021896216229654,2,1
FDZ03,13.65,Regular,0.078909166,Dairy,186.724,OUT049,1999,Medium,Tier 1,Supermarket Type1,4474.176,14,FD,1.1240835845490005,1,1
NCK05,20.1,Low Fat,0.077769768,Health and Hygiene,63.0536,OUT018,2009,Medium,Tier 3,Supermarket Type2,980.0576,4,NC,1.107852534938516,3,0
FDW55,12.6,Regular,0.021951613,Fruits and Vegetables,250.9092,OUT013,1987,High,Tier 3,Supermarket Type1,4731.1748,26,FD,0.31270699056269885,3,1
FDF47,20.85,Low Fat,0.097770004,Starchy Foods,222.8746,OUT049,1999,Medium,Tier 1,Supermarket Type1,3589.9936,14,FD,1.3927616033565746,1,1
DRO59,11.8,Low Fat,0.094817105,Hard Drinks,77.9012,OUT019,1985,Small,Tier 1,Grocery Store,75.9012,28,DR,1.3506967145611317,1,0
NCM55,15.6,Low Fat,0.066726133,Others,185.8924,OUT046,1997,Small,Tier 1,Supermarket Type1,3516.7556,16,NC,0.9505328033213957,1,1
FDY31,5.98,Low Fat,0.043809261,Fruits and Vegetables,146.8418,OUT017,2007,Small,Tier 2,Supermarket Type1,1765.7016,6,FD,0.6240754228896899,2,1
FDJ57,7.42,Regular,0.021617397,Seafood,184.3582,OUT019,1985,Small,Tier 1,Grocery Store,185.7582,28,FD,0.3079459882820053,1,1
FDV51,16.35,Low Fat,0.032671446,Meat,165.4842,OUT018,2009,Medium,Tier 3,Supermarket Type2,1492.0578,4,FD,0.46541407030051624,3,1
DRG36,14.15,Low Fat,0.095378221,Soft Drinks,170.5106,OUT046,1997,Small,Tier 1,Supermarket Type1,2395.5484,16,DR,1.3586899720824164,1,1
DRF13,12.1,Low Fat,0.0298347125,Soft Drinks,145.1444,OUT013,1987,High,Tier 3,Supermarket Type1,3338.3212,26,DR,0.4250039921976729,3,1
NCJ54,9.895,Low Fat,0.060188932,Household,233.0642,OUT045,2002,Small,Tier 2,Supermarket Type1,6041.4692,11,NC,0.8574085098394785,2,1
NCP42,8.51,Low Fat,0.016135764,Household,195.6478,OUT049,1999,Medium,Tier 1,Supermarket Type1,4262.4516,14,NC,0.2298585621416493,1,1
NCF30,17.0,Low Fat,0.126220187,Household,126.7362,OUT035,2004,Small,Tier 2,Supermarket Type1,1258.362,9,NC,1.7980425777837414,2,0
FDY44,14.15,Regular,0.024286378,Fruits and Vegetables,194.711,OUT027,1985,Medium,Tier 3,Supermarket Type3,5892.33,28,FD,0.34596638415810893,3,1
FDX09,9.0,Low Fat,0.065350715,Snack Foods,175.437,OUT049,1999,Medium,Tier 1,Supermarket Type1,3175.866,14,FD,0.930939581468142,1,1
NCU30,5.11,Low Fat,0.035071955,Household,163.221,OUT017,2007,Small,Tier 2,Supermarket Type1,2773.057,6,NC,0.49961000593443405,2,1
FDU49,19.5,Regular,0.030742083,Canned,85.554,OUT049,1999,Medium,Tier 1,Supermarket Type1,1211.756,14,FD,0.4379297438670546,1,0
FDC48,9.195,Low Fat,0.015949001,Baking Goods,84.1592,OUT017,2007,Small,Tier 2,Supermarket Type1,1238.388,6,FD,0.22719806991820943,2,0
FDJ21,16.7,Regular,0.038496166,Snack Foods,147.5102,OUT013,1987,High,Tier 3,Supermarket Type1,5540.7876,26,FD,0.5483888686476975,3,1
NCX41,19.0,Low Fat,0.017746826,Health and Hygiene,210.8244,OUT049,1999,Medium,Tier 1,Supermarket Type1,2540.6928,14,NC,0.2528086000103892,1,1
FDT36,12.3,Low Fat,0.111274591,Baking Goods,35.0874,OUT046,1997,Small,Tier 1,Supermarket Type1,458.7362,16,FD,1.5851382983886049,1,0
FDK28,5.695,Low Fat,0.065272284,Frozen Foods,256.1646,OUT027,1985,Medium,Tier 3,Supermarket Type3,3349.6398,28,FD,0.9298223094946964,3,1
DRI49,14.15,Low Fat,0.183472595,Soft Drinks,82.0276,OUT035,2004,Small,Tier 2,Supermarket Type1,1624.552,9,DR,2.6136194653749985,2,0
NCM54,17.7,Low Fat,0.08918772,Household,128.9678,OUT019,1985,Small,Tier 1,Grocery Store,254.3356,28,NC,1.2705045190232094,1,0
FDD48,10.395,Low Fat,0.030281543,Baking Goods,116.3176,OUT018,2009,Medium,Tier 3,Supermarket Type2,1259.6936,4,FD,0.4313692201627717,3,0
NCF30,17.0,Low Fat,0.211306673,Household,125.1362,OUT010,1998,Small,Tier 3,Grocery Store,251.6724,15,NC,3.0101238482860597,3,0
FDX03,15.85,Regular,0.061190964,Meat,47.1744,OUT049,1999,Medium,Tier 1,Supermarket Type1,996.0368,14,FD,0.8716827415857982,1,0
FDZ33,10.195,Low Fat,0.107307677,Snack Foods,149.8076,OUT013,1987,High,Tier 3,Supermarket Type1,2217.114,26,FD,1.5286284765927742,3,1
FDB39,11.6,Low Fat,0.067441726,Dairy,57.4272,OUT019,1985,Small,Tier 1,Grocery Store,111.8544,28,FD,0.9607266297840674,1,0
DRM11,6.57,Low Fat,0.066338717,Hard Drinks,261.4278,OUT018,2009,Medium,Tier 3,Supermarket Type2,4165.2448,4,DR,0.9450139518613303,3,1
DRE48,8.43,Low Fat,0.017322454,Soft Drinks,195.3768,OUT017,2007,Small,Tier 2,Supermarket Type1,1576.6144,6,DR,0.24676329978579642,2,1
NCL31,7.39,Low Fat,0.120524922,Others,142.247,OUT045,2002,Small,Tier 2,Supermarket Type1,2433.499,11,NC,1.716911902848507,2,0
FDB11,16.0,Low Fat,0.061192211,Starchy Foods,224.1404,OUT017,2007,Small,Tier 2,Supermarket Type1,4725.8484,6,FD,0.8717005054566004,2,1
FDX14,13.1,Low Fat,0.075056542,Dairy,76.0354,OUT049,1999,Medium,Tier 1,Supermarket Type1,601.8832,14,FD,1.0692018564131398,1,0
NCM29,11.5,Low Fat,0.017556795,Health and Hygiene,129.9626,OUT027,1985,Medium,Tier 3,Supermarket Type3,3410.2276,28,NC,0.2501015541945022,3,0
FDH47,13.5,Regular,0.129077455,Starchy Foods,95.2068,OUT045,2002,Small,Tier 2,Supermarket Type1,583.2408,11,FD,1.8387451756981226,2,0
FDG09,20.6,Regular,0.047896393,Fruits and Vegetables,185.8556,OUT013,1987,High,Tier 3,Supermarket Type1,1689.8004,26,FD,0.6822977843969059,3,1
FDP25,15.2,Low Fat,0.021240491,Canned,216.9824,OUT049,1999,Medium,Tier 1,Supermarket Type1,4804.4128,14,FD,0.3025768547707219,1,1
FDY27,6.38,Low Fat,0.031743707,Dairy,179.1344,OUT027,1985,Medium,Tier 3,Supermarket Type3,1605.9096,28,FD,0.452198163536961,3,1
DRM59,5.88,Low Fat,0.003612411,Hard Drinks,154.1998,OUT017,2007,Small,Tier 2,Supermarket Type1,3537.3954,6,DR,0.051459825411717564,2,1
DRI03,6.03,Low Fat,0.022796178,Dairy,178.1028,OUT018,2009,Medium,Tier 3,Supermarket Type2,1416.8224,4,DR,0.32473805996450483,3,1
FDY03,17.6,Regular,0.133279499,Meat,112.6202,OUT019,1985,Small,Tier 1,Grocery Store,675.1212,28,FD,1.8986044914327813,1,0
NCV17,18.85,Low Fat,0.016132592,Health and Hygiene,130.2626,OUT049,1999,Medium,Tier 1,Supermarket Type1,3016.7398,14,NC,0.22981337609659352,1,0
NCJ17,7.68,Low Fat,0.152429537,Health and Hygiene,85.5224,OUT013,1987,High,Tier 3,Supermarket Type1,1278.336,26,NC,2.17140224675679,3,0
NCP54,15.35,Low Fat,0.035348491,Household,124.673,OUT017,2007,Small,Tier 2,Supermarket Type1,2093.941,6,NC,0.5035493401574931,2,0
FDZ15,13.1,Low Fat,0.020903193,Dairy,119.2782,OUT049,1999,Medium,Tier 1,Supermarket Type1,3098.6332,14,FD,0.2977719485206519,1,0
NCR05,10.1,Low Fat,0.054853377,Health and Hygiene,198.6084,OUT018,2009,Medium,Tier 3,Supermarket Type2,2182.4924,4,NC,0.7814020064890522,3,1
FDX03,15.85,Regular,0.106971167,Meat,44.7744,OUT019,1985,Small,Tier 1,Grocery Store,135.8232,28,FD,1.5238347956275418,1,0
FDQ12,12.65,Low Fat,0.035482562,Baking Goods,231.401,OUT045,2002,Small,Tier 2,Supermarket Type1,2526.711,11,FD,0.5054592198065071,2,1
FDC21,14.6,Regular,0.042923071,Fruits and Vegetables,109.8254,OUT013,1987,High,Tier 3,Supermarket Type1,1627.881,26,FD,0.6114513934861667,3,0
FDQ40,11.1,Regular,0.036174285,Frozen Foods,176.0712,OUT018,2009,Medium,Tier 3,Supermarket Type2,1581.9408,4,FD,0.5153130113084345,3,1
FDI07,12.35,Regular,0.033597374,Meat,197.2426,OUT027,1985,Medium,Tier 3,Supermarket Type3,3163.8816,28,FD,0.47860417885234513,3,1
FDQ25,8.63,Regular,0.028320655,Canned,172.5422,OUT049,1999,Medium,Tier 1,Supermarket Type1,2241.7486,14,FD,0.403435811109391,1,1
NCK18,9.6,Low Fat,0.006692529,Household,163.9184,OUT035,2004,Small,Tier 2,Supermarket Type1,4293.0784,9,NC,0.09533698516111726,2,1
DRI25,19.6,Low Fat,0.056744064,Soft Drinks,55.6614,OUT010,1998,Small,Tier 3,Grocery Store,165.7842,15,DR,0.8083353822672248,3,0
DRA24,19.35,Regular,0.039990314,Soft Drinks,165.0868,OUT049,1999,Medium,Tier 1,Supermarket Type1,982.7208,14,DR,0.5696734332277708,1,1
FDA32,14.0,Low Fat,0.030155224,Fruits and Vegetables,214.7192,OUT045,2002,Small,Tier 2,Supermarket Type1,3020.0688,11,FD,0.42956976996560897,2,1
FDE59,12.15,Low Fat,0.062541552,Starchy Foods,34.3532,OUT018,2009,Medium,Tier 3,Supermarket Type2,251.6724,4,FD,0.8909222530043939,3,0
FDY59,8.195,Low Fat,0.031403441,Baking Goods,93.8462,OUT046,1997,Small,Tier 1,Supermarket Type1,647.8234,16,FD,0.4473509772800418,1,0
FDQ20,8.325,Low Fat,0.029845243,Fruits and Vegetables,41.6138,OUT045,2002,Small,Tier 2,Supermarket Type1,284.2966,11,FD,0.425154002174804,2,0
FDB21,7.475,Low Fat,0.149125615,Fruits and Vegetables,241.6854,OUT018,2009,Medium,Tier 3,Supermarket Type2,6042.135,4,FD,2.12433693517017,3,1
FDB41,19.0,Regular,0.170382726,Frozen Foods,45.2718,OUT019,1985,Small,Tier 1,Grocery Store,47.2718,28,FD,2.4271505465830194,1,0
DRG11,6.385,Low Fat,0.083768522,Hard Drinks,109.8596,OUT013,1987,High,Tier 3,Supermarket Type1,3235.788,26,DR,1.1933064972722156,3,0
FDV10,7.645,Regular,0.116793684,Snack Foods,41.0112,OUT019,1985,Small,Tier 1,Grocery Store,42.6112,28,FD,1.6637593529172927,1,0
FDI41,18.5,Regular,0.062205112,Frozen Foods,148.3418,OUT013,1987,High,Tier 3,Supermarket Type1,1765.7016,26,FD,0.886129569209134,3,1
FDN10,11.5,Low Fat,0.0463847,Snack Foods,118.9124,OUT017,2007,Small,Tier 2,Supermarket Type1,1540.6612,6,FD,0.6607632862857786,2,0
NCM17,7.93,Low Fat,0.071425647,Health and Hygiene,45.9086,OUT018,2009,Medium,Tier 3,Supermarket Type2,1070.6064,4,NC,1.0174787211474463,3,0
DRG37,16.2,Low Fat,0.033929133,Soft Drinks,154.3972,OUT019,1985,Small,Tier 1,Grocery Store,311.5944,28,DR,0.48333018046699144,1,1
FDA21,13.65,Low Fat,0.036033639,Snack Foods,183.7924,OUT045,2002,Small,Tier 2,Supermarket Type1,2591.2936,11,FD,0.5133094689083986,2,1
FDM27,12.35,Regular,0.158337479,Meat,157.9946,OUT013,1987,High,Tier 3,Supermarket Type1,3313.6866,26,FD,2.2555625662394165,3,1
FDA32,14.0,Low Fat,0.030140981,Fruits and Vegetables,216.0192,OUT049,1999,Medium,Tier 1,Supermarket Type1,2588.6304,14,FD,0.42936687436670307,1,1
NCZ53,9.6,Low Fat,0.024515221,Health and Hygiene,189.2214,OUT049,1999,Medium,Tier 1,Supermarket Type1,3956.8494,14,NC,0.3492263179880894,1,1
FDW40,14.0,Regular,0.105125569,Frozen Foods,143.2812,OUT035,2004,Small,Tier 2,Supermarket Type1,3277.0676,9,FD,1.4975437255194572,2,1
FDS52,8.89,Low Fat,0.00547348,Frozen Foods,100.5016,OUT035,2004,Small,Tier 2,Supermarket Type1,1315.6208,9,FD,0.07797128432908876,2,0
FDM58,16.85,Regular,0.133385398,Snack Foods,109.8544,OUT010,1998,Small,Tier 3,Grocery Store,223.7088,15,FD,1.9001130529035761,3,0
NCE54,20.7,Low Fat,0.047098175,Household,75.5354,OUT019,1985,Small,Tier 1,Grocery Store,150.4708,28,NC,0.6709269412341289,1,0
FDS11,7.05,Regular,0.055548003,Breads,225.3088,OUT035,2004,Small,Tier 2,Supermarket Type1,5816.4288,9,FD,0.7912971520542826,2,1
FDL20,17.1,Low Fat,0.128614205,Fruits and Vegetables,111.6886,OUT049,1999,Medium,Tier 1,Supermarket Type1,1556.6404,14,FD,1.8321460472706048,1,0
FDX13,7.725,Low Fat,0.047551568,Canned,249.1092,OUT027,1985,Medium,Tier 3,Supermarket Type3,8217.3036,28,FD,0.6773856538841831,3,1
FDR21,19.7,Low Fat,0.066879757,Snack Foods,174.437,OUT013,1987,High,Tier 3,Supermarket Type1,1587.933,26,FD,0.9527212210343993,3,1
FDV28,16.1,Regular,0.160379061,Frozen Foods,33.6558,OUT018,2009,Medium,Tier 3,Supermarket Type2,203.7348,4,FD,2.284645484346936,3,0
FDZ51,11.3,Regular,0.054861393,Meat,96.9094,OUT017,2007,Small,Tier 2,Supermarket Type1,952.094,6,FD,0.7815161966962297,2,0
FDD46,6.035,Low Fat,0.141542481,Snack Foods,153.1998,OUT045,2002,Small,Tier 2,Supermarket Type1,1537.998,11,FD,2.0163130276708134,2,1
FDE23,17.6,Regular,0.053397642,Starchy Foods,46.706,OUT018,2009,Medium,Tier 3,Supermarket Type2,699.09,4,FD,0.7606646460542272,3,0
NCF55,6.675,Low Fat,0.021710275,Household,34.9874,OUT045,2002,Small,Tier 2,Supermarket Type1,247.0118,11,NC,0.3092690618925633,2,0
FDU12,15.5,Regular,0.075688032,Baking Goods,262.9568,OUT013,1987,High,Tier 3,Supermarket Type1,1845.5976,26,FD,1.078197611643994,3,1
FDZ22,9.395,Low Fat,0.045340279,Snack Foods,85.025,OUT049,1999,Medium,Tier 1,Supermarket Type1,2080.625,14,FD,0.6458852111397524,1,0
FDI44,16.1,Low Fat,0.100149459,Fruits and Vegetables,78.4328,OUT013,1987,High,Tier 3,Supermarket Type1,1158.492,26,FD,1.4266576187532276,3,0
FDH50,15.0,Regular,0.162348584,Canned,185.9266,OUT017,2007,Small,Tier 2,Supermarket Type1,4610.665,6,FD,2.3127019014391115,2,1
FDE57,9.6,Low Fat,0.036341539,Fruits and Vegetables,142.9154,OUT049,1999,Medium,Tier 1,Supermarket Type1,3261.7542,14,FD,0.517695592260439,1,0
DRJ51,14.1,Low Fat,0.087920675,Dairy,228.5668,OUT013,1987,High,Tier 3,Supermarket Type1,1151.834,26,DR,1.2524551014766485,3,1
FDX52,11.5,Regular,0.042087749,Frozen Foods,192.682,OUT045,2002,Small,Tier 2,Supermarket Type1,3861.64,11,FD,0.599551993256634,2,1
DRN47,12.1,Low Fat,0.016921927,Hard Drinks,178.366,OUT017,2007,Small,Tier 2,Supermarket Type1,4314.384,6,DR,0.24105767838981487,2,1
FDT21,7.42,Low Fat,0.020423549,Snack Foods,249.0092,OUT049,1999,Medium,Tier 1,Supermarket Type1,2988.1104,14,FD,0.2909392828854908,1,1
FDY21,15.1,Low Fat,0.173833129,Snack Foods,196.511,OUT045,2002,Small,Tier 2,Supermarket Type1,4713.864,11,FD,2.476302521809555,2,1
FDG21,17.35,Regular,0.256152243,Seafood,151.005,OUT019,1985,Small,Tier 1,Grocery Store,149.805,28,FD,3.648961788567207,1,1
FDS58,9.285,Regular,0.021002641,Snack Foods,161.1578,OUT035,2004,Small,Tier 2,Supermarket Type1,4011.445,9,FD,0.29918861365580524,2,1
FDA26,7.855,Regular,0.073858923,Dairy,220.1482,OUT018,2009,Medium,Tier 3,Supermarket Type2,4600.0122,4,FD,1.052141432045659,3,1
FDY16,18.35,Regular,0.091780142,Frozen Foods,182.5266,OUT027,1985,Medium,Tier 3,Supermarket Type3,6454.931,28,FD,1.3074343100999986,3,1
FDF20,12.85,Low Fat,0.033220169,Fruits and Vegetables,196.6768,OUT046,1997,Small,Tier 1,Supermarket Type1,2759.0752,16,FD,0.4732307860007491,1,1
FDI15,13.8,Low Fat,0.141234932,Dairy,263.7884,OUT013,1987,High,Tier 3,Supermarket Type1,5564.7564,26,FD,2.0119319044139226,3,1
FDC47,15.0,Low Fat,0.19899855,Snack Foods,226.5694,OUT010,1998,Small,Tier 3,Grocery Store,913.4776,15,FD,2.8347911243169586,3,1
FDL08,10.8,Low Fat,0.049709624,Fruits and Vegetables,246.8144,OUT035,2004,Small,Tier 2,Supermarket Type1,2450.144,9,FD,0.7081277773548262,2,1
FDF08,14.3,Regular,0.065153295,Fruits and Vegetables,88.4856,OUT013,1987,High,Tier 3,Supermarket Type1,1406.1696,26,FD,0.9281272772389771,3,0
FDN03,9.8,Regular,0.015087112,Meat,250.1408,OUT035,2004,Small,Tier 2,Supermarket Type1,4005.4528,9,FD,0.21492021519340657,2,1
FDG34,11.5,Regular,0.037782943,Snack Foods,106.6254,OUT017,2007,Small,Tier 2,Supermarket Type1,325.5762,6,FD,0.5382288035112495,2,0
FDA56,9.21,Low Fat,0.008782561,Fruits and Vegetables,119.8414,OUT045,2002,Small,Tier 2,Supermarket Type1,1340.2554,11,FD,0.12511008734270812,2,0
NCI17,8.645,Low Fat,0.142728113,Health and Hygiene,95.141,OUT027,1985,Medium,Tier 3,Supermarket Type3,2510.066,28,NC,2.033202693803085,3,0
NCO17,10.0,Low Fat,0.073493831,Health and Hygiene,118.344,OUT049,1999,Medium,Tier 1,Supermarket Type1,1797.66,14,NC,1.046940592335223,1,0
FDK55,18.5,Low Fat,0.025907416,Meat,87.7172,OUT017,2007,Small,Tier 2,Supermarket Type1,802.9548,6,FD,0.3690585329932663,2,0
FDD10,20.6,Regular,0.046280998,Snack Foods,177.4344,OUT017,2007,Small,Tier 2,Supermarket Type1,1962.7784,6,FD,0.659286021706846,2,1
NCH18,9.3,Low Fat,0.044624064,Household,245.4802,OUT013,1987,High,Tier 3,Supermarket Type1,3193.8426,26,NC,0.6356825241096073,3,1
NCA53,11.395,Low Fat,0.009898492,Health and Hygiene,48.8034,OUT045,2002,Small,Tier 2,Supermarket Type1,777.6544,11,NC,0.14100684284243487,2,0
DRJ24,11.8,Low Fat,0.189689886,Soft Drinks,184.3924,OUT010,1998,Small,Tier 3,Grocery Store,370.1848,15,DR,2.7021865496281037,3,1
DRN35,8.01,Low Fat,0.070189131,Hard Drinks,37.9532,OUT013,1987,High,Tier 3,Supermarket Type1,826.9236,26,DR,0.9998641979166194,3,0
FDC47,15.0,Low Fat,0.119374946,Snack Foods,229.3694,OUT018,2009,Medium,Tier 3,Supermarket Type2,5024.1268,4,FD,1.700530166609838,3,1
FDN48,13.35,Low Fat,0.065215312,Baking Goods,93.4804,OUT018,2009,Medium,Tier 3,Supermarket Type2,1102.5648,4,FD,0.929010727099073,3,0
FDR27,15.1,Regular,0.095635061,Meat,130.7942,OUT027,1985,Medium,Tier 3,Supermarket Type3,3047.3666,28,FD,1.362348731165684,3,0
FDS33,6.67,Regular,0.216107535,Snack Foods,86.8514,OUT019,1985,Small,Tier 1,Grocery Store,354.2056,28,FD,3.0785134972893844,1,0
DRL11,10.5,Low Fat,0.048009081,Hard Drinks,157.0946,OUT035,2004,Small,Tier 2,Supermarket Type1,2209.1244,9,DR,0.6839030571097826,2,1
FDQ21,21.25,Low Fat,0.019533098,Snack Foods,120.4756,OUT017,2007,Small,Tier 2,Supermarket Type1,1938.8096,6,FD,0.27825455432119145,2,0
FDY37,17.0,Regular,0.026568875,Canned,142.047,OUT046,1997,Small,Tier 1,Supermarket Type1,3149.234,16,FD,0.37848120518007156,1,0
FDS35,9.3,Low Fat,0.111127966,Breads,63.1826,OUT013,1987,High,Tier 3,Supermarket Type1,2002.0606,26,FD,1.5830495834276015,3,0
DRD60,15.7,Low Fat,0.03723211,Soft Drinks,183.1634,OUT046,1997,Small,Tier 1,Supermarket Type1,5634.6654,16,DR,0.5303820302589776,1,1
DRP47,15.75,Low Fat,0.140603316,Hard Drinks,252.8382,OUT046,1997,Small,Tier 1,Supermarket Type1,6308.455,16,DR,2.002934354277117,1,1
NCY41,16.75,Low Fat,0.075368868,Health and Hygiene,35.2532,OUT027,1985,Medium,Tier 3,Supermarket Type3,970.7364,28,NC,1.0736510293980355,3,0
FDR59,14.5,Regular,0.063962842,Breads,263.1594,OUT049,1999,Medium,Tier 1,Supermarket Type1,2616.594,14,FD,0.9111689345861465,1,1
FDM36,11.65,Regular,0.102830104,Baking Goods,172.6422,OUT019,1985,Small,Tier 1,Grocery Store,344.8844,28,FD,1.4648441716373801,1,1
NCI42,18.75,Low Fat,0.01031535,Household,208.4954,OUT027,1985,Medium,Tier 3,Supermarket Type3,3751.1172,28,NC,0.14694510399308405,3,1
FDA31,7.1,Low Fat,0.110633958,Fruits and Vegetables,173.808,OUT017,2007,Small,Tier 2,Supermarket Type1,1211.756,6,FD,1.5760122985140101,2,1
FDY33,14.5,Regular,0.09735225,Snack Foods,159.3262,OUT035,2004,Small,Tier 2,Supermarket Type1,2864.2716,9,FD,1.386810578430273,2,1
FDV40,17.35,Low Fat,0.014721579,Frozen Foods,73.1038,OUT045,2002,Small,Tier 2,Supermarket Type1,886.8456,11,FD,0.20971309331214186,2,0
NCW17,18.0,Low Fat,0.019465205,Health and Hygiene,128.6994,OUT018,2009,Medium,Tier 3,Supermarket Type2,2441.4886,4,NC,0.27728739916451695,3,0
FDN38,6.615,Regular,0.091895319,Canned,248.6408,OUT013,1987,High,Tier 3,Supermarket Type1,3504.7712,26,FD,1.3090750393280532,3,1
FDQ11,5.695,Regular,0.118535581,Breads,256.3988,OUT019,1985,Small,Tier 1,Grocery Store,256.9988,28,FD,1.6885731726917301,1,1
FDG34,11.5,Regular,0.037646623,Snack Foods,107.5254,OUT045,2002,Small,Tier 2,Supermarket Type1,325.5762,11,FD,0.536286886215536,2,0
NCN14,19.1,Low Fat,0.092060694,Others,183.7608,OUT049,1999,Medium,Tier 1,Supermarket Type1,4777.7808,14,NC,1.311430853388929,1,1
FDY46,18.6,Low Fat,0.04765803,Snack Foods,188.3898,OUT027,1985,Medium,Tier 3,Supermarket Type3,5238.5144,28,FD,0.6789022354506167,3,1
FDS11,7.05,Regular,0.05587277,Breads,222.1088,OUT017,2007,Small,Tier 2,Supermarket Type1,4026.7584,6,FD,0.7959235506339258,2,1
NCA53,11.395,Low Fat,0.017295906,Health and Hygiene,47.1034,OUT019,1985,Small,Tier 1,Grocery Store,145.8102,28,NC,0.2463851159509475,1,0
NCN30,16.35,Low Fat,0.02844314,Household,98.141,OUT010,1998,Small,Tier 3,Grocery Store,386.164,15,NC,0.4051806448826117,3,0
FDW32,18.35,Regular,0.094296835,Fruits and Vegetables,84.3882,OUT046,1997,Small,Tier 1,Supermarket Type1,1116.5466,16,FD,1.3432853199642947,1,0
NCR42,9.105,Low Fat,0.064410783,Household,33.39,OUT010,1998,Small,Tier 3,Grocery Store,33.29,15,NC,0.9175499819406002,3,0
FDU33,7.63,Regular,0.134684292,Snack Foods,47.0402,OUT035,2004,Small,Tier 2,Supermarket Type1,1470.0864,9,FD,1.9186161685425023,2,0
FDN15,17.5,Low Fat,0.029299175,Meat,140.318,OUT019,1985,Small,Tier 1,Grocery Store,139.818,28,FD,0.41737510770711306,1,0
FDD51,11.15,Low Fat,0.210021713,Dairy,44.2744,OUT019,1985,Small,Tier 1,Grocery Store,90.5488,28,FD,2.991819226452874,1,0
FDF14,7.55,Low Fat,0.027224917,Canned,152.934,OUT045,2002,Small,Tier 2,Supermarket Type1,2450.144,11,FD,0.38782671065626295,2,1
NCN19,13.1,Low Fat,0.021184746,Others,189.553,OUT019,1985,Small,Tier 1,Grocery Store,379.506,28,NC,0.3017827513401941,1,1
NCO43,5.5,Low Fat,0.047059016,Others,100.1016,OUT013,1987,High,Tier 3,Supermarket Type1,2125.2336,26,NC,0.6703691101060271,3,0
FDT19,7.59,Regular,0.14526636,Fruits and Vegetables,172.908,OUT049,1999,Medium,Tier 1,Supermarket Type1,6231.888,14,FD,2.0693607465473094,1,1
DRK12,9.5,Low Fat,0.041851461,Soft Drinks,31.49,OUT013,1987,High,Tier 3,Supermarket Type1,466.06,26,DR,0.5961860032773975,3,0
DRM49,6.11,Regular,0.152262171,Soft Drinks,44.4086,OUT045,2002,Small,Tier 2,Supermarket Type1,1159.8236,11,DR,2.169018070332829,2,0
FDX43,5.655,Low Fat,0.085757338,Fruits and Vegetables,164.75,OUT017,2007,Small,Tier 2,Supermarket Type1,1498.05,6,FD,1.2216377486541958,2,1
FDS14,7.285,Low Fat,0.049954435,Dairy,156.5288,OUT035,2004,Small,Tier 2,Supermarket Type1,2356.932,9,FD,0.7116151799009008,2,1
NCK07,10.65,Low Fat,0.048762383,Others,165.2526,OUT049,1999,Medium,Tier 1,Supermarket Type1,3946.8624,14,NC,0.6946340590368328,1,1
