,department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,KPIs_met >80%,awards_won?,avg_training_score
30958,Sales & Marketing,region_12,Bachelor's,m,other,1,33,1.0,7,0,0,49
30830,Operations,region_20,Bachelor's,m,sourcing,1,29,4.0,3,0,0,62
32417,Operations,region_28,Master's & above,m,other,1,36,3.0,5,1,0,63
46257,Analytics,region_2,Bachelor's,m,other,3,31,4.0,4,1,1,79
36805,Technology,region_2,Master's & above,f,other,1,50,2.0,12,0,0,79
24310,Sales & Marketing,region_16,Bachelor's,m,sourcing,1,33,1.0,8,0,0,48
18227,Operations,region_7,Bachelor's,m,sourcing,1,32,3.0,10,1,0,61
21331,Legal,region_2,Bachelor's,m,sourcing,1,56,4.0,18,0,0,61
20144,HR,region_22,Bachelor's,f,sourcing,1,30,4.0,8,1,0,49
52499,HR,region_4,Master's & above,f,other,1,35,5.0,3,1,0,56
40943,Procurement,region_2,Bachelor's,f,sourcing,2,44,3.0,14,0,0,71
29037,Sales & Marketing,region_22,,f,other,1,28,2.0,2,0,0,46
15411,Sales & Marketing,region_7,Bachelor's,f,other,1,31,1.0,4,0,0,50
33708,Operations,region_4,Bachelor's,f,sourcing,1,27,,1,0,0,62
8915,HR,region_7,Bachelor's,m,other,1,32,5.0,5,0,0,45
12740,Operations,region_2,Bachelor's,f,other,1,41,5.0,7,1,0,61
46485,Operations,region_19,Master's & above,f,sourcing,1,40,5.0,5,0,0,57
31742,Analytics,region_22,Bachelor's,m,other,1,26,3.0,3,0,0,86
26136,Operations,region_16,Bachelor's,m,other,1,29,3.0,5,0,0,57
25873,Sales & Marketing,region_20,Bachelor's,m,sourcing,1,35,1.0,7,0,0,51
52978,Analytics,region_22,Bachelor's,f,sourcing,2,27,,1,1,0,89
46674,Finance,region_30,Bachelor's,m,sourcing,3,26,3.0,4,0,0,56
54143,Operations,region_15,Bachelor's,m,sourcing,2,27,3.0,2,0,0,58
27619,Operations,region_16,Bachelor's,f,sourcing,1,42,4.0,9,0,0,58
25945,HR,region_2,Master's & above,m,referred,1,38,5.0,10,0,0,50
9473,Sales & Marketing,region_2,Bachelor's,f,sourcing,1,44,5.0,3,0,0,42
30039,Technology,region_2,Bachelor's,m,sourcing,1,36,2.0,2,0,0,80
12953,Sales & Marketing,region_28,Master's & above,m,other,1,30,4.0,2,1,0,49
941,Operations,region_2,Bachelor's,f,other,1,47,3.0,17,0,0,55
46122,Sales & Marketing,region_2,Bachelor's,f,sourcing,1,35,2.0,3,0,0,50
15023,Sales & Marketing,region_22,Bachelor's,m,sourcing,2,27,3.0,3,0,0,50
52951,Procurement,region_23,Master's & above,f,sourcing,1,34,3.0,7,0,0,70
26714,Procurement,region_2,Bachelor's,f,sourcing,1,38,3.0,2,0,0,67
48987,Operations,region_4,Master's & above,f,sourcing,2,43,5.0,13,0,0,62
17752,R&D,region_27,Master's & above,m,other,1,28,,1,0,0,80
41208,Operations,region_2,Bachelor's,m,other,1,30,3.0,5,0,0,66
4977,Operations,region_13,Master's & above,f,sourcing,1,36,5.0,8,0,0,76
4920,Operations,region_22,Master's & above,f,referred,1,36,3.0,3,1,0,57
32826,Technology,region_2,Master's & above,m,other,1,32,3.0,6,0,0,84
35427,Operations,region_5,Master's & above,f,other,1,36,4.0,3,1,0,58
4158,Sales & Marketing,region_2,Bachelor's,m,other,1,44,1.0,5,0,0,47
29646,Analytics,region_14,Bachelor's,m,sourcing,1,31,5.0,4,0,0,84
18327,Operations,region_13,Master's & above,f,sourcing,1,41,4.0,14,0,0,61
31804,Operations,region_2,Bachelor's,m,other,1,27,4.0,2,1,0,62
24645,Legal,region_15,Bachelor's,m,sourcing,1,36,3.0,6,0,0,58
32886,Sales & Marketing,region_15,Bachelor's,m,other,1,30,5.0,7,0,0,49
39748,Sales & Marketing,region_14,Master's & above,f,sourcing,1,32,3.0,4,0,0,50
26540,Operations,region_22,Master's & above,f,other,2,33,5.0,9,0,0,63
8365,Sales & Marketing,region_28,,m,other,1,29,,1,0,0,51
13369,Sales & Marketing,region_23,Bachelor's,m,other,6,30,4.0,2,0,0,49
22787,Operations,region_4,Master's & above,f,other,1,38,3.0,10,0,0,57
47953,Operations,region_7,Bachelor's,m,other,1,49,5.0,17,1,0,62
35485,Sales & Marketing,region_29,Bachelor's,m,other,2,28,,1,0,0,51
14672,Operations,region_28,Bachelor's,m,other,3,37,3.0,5,0,0,60
39665,Analytics,region_10,Bachelor's,m,other,1,30,3.0,3,0,0,84
3419,Sales & Marketing,region_2,,f,other,1,30,,1,1,0,48
37086,Operations,region_22,Master's & above,m,other,3,39,5.0,8,0,0,68
54568,Analytics,region_31,Master's & above,m,other,1,35,5.0,3,0,0,79
48043,Sales & Marketing,region_7,Master's & above,m,other,1,36,3.0,4,1,0,52
19396,Sales & Marketing,region_10,Bachelor's,m,sourcing,1,26,4.0,3,0,0,45
15901,HR,region_2,Below Secondary,m,sourcing,1,22,5.0,2,1,1,52
9849,Sales & Marketing,region_27,Bachelor's,m,other,3,35,1.0,3,0,0,49
46785,Operations,region_26,Master's & above,m,sourcing,1,44,5.0,6,0,0,56
23973,Operations,region_30,Master's & above,f,other,1,34,4.0,4,1,0,61
29672,Operations,region_26,Bachelor's,m,sourcing,2,32,3.0,3,1,0,59
15014,Operations,region_15,Bachelor's,m,other,2,36,2.0,8,0,0,62
52486,Operations,region_8,Bachelor's,f,sourcing,1,30,3.0,3,0,0,60
26602,Procurement,region_15,Master's & above,f,other,1,34,4.0,6,1,0,68
28348,Technology,region_31,Master's & above,f,sourcing,1,37,3.0,2,0,0,83
52144,Sales & Marketing,region_28,Bachelor's,m,other,1,33,3.0,5,0,0,50
16188,Sales & Marketing,region_2,,f,sourcing,1,24,,1,0,0,54
16402,Sales & Marketing,region_31,Bachelor's,m,sourcing,1,33,3.0,10,0,0,53
52001,Procurement,region_2,Bachelor's,f,sourcing,2,30,4.0,2,0,0,71
31272,Technology,region_23,Bachelor's,m,other,2,33,5.0,2,1,0,79
4081,Analytics,region_15,Bachelor's,m,sourcing,2,31,5.0,5,0,0,82
7299,Finance,region_26,Bachelor's,f,other,1,28,4.0,5,1,0,61
39472,Sales & Marketing,region_15,Bachelor's,m,sourcing,1,43,3.0,5,0,0,51
8289,Technology,region_2,Bachelor's,m,referred,2,25,,1,1,0,80
14472,Finance,region_2,Bachelor's,m,sourcing,1,40,5.0,6,0,0,57
40554,Procurement,region_15,Bachelor's,m,other,1,31,1.0,7,0,0,70
47485,Sales & Marketing,region_34,Bachelor's,m,other,1,31,1.0,8,0,0,48
37891,HR,region_26,Below Secondary,m,sourcing,1,23,,1,0,0,46
16,Technology,region_2,Bachelor's,m,other,1,38,3.0,5,1,0,77
39107,Operations,region_16,Bachelor's,f,other,1,43,3.0,6,1,0,62
23510,Sales & Marketing,region_7,Bachelor's,m,other,1,29,4.0,5,0,0,65
53136,Sales & Marketing,region_16,Master's & above,f,sourcing,1,32,1.0,5,0,0,46
7888,HR,region_14,Bachelor's,m,other,1,38,4.0,12,0,0,52
1769,Operations,region_34,Master's & above,m,other,1,34,2.0,8,0,0,64
2959,Sales & Marketing,region_14,Bachelor's,m,sourcing,1,36,3.0,4,1,0,54
54511,Technology,region_27,Bachelor's,m,other,2,30,3.0,6,0,0,80
28858,Sales & Marketing,region_23,Master's & above,m,sourcing,1,37,5.0,2,1,0,48
21941,Technology,region_31,Bachelor's,m,other,1,32,4.0,4,0,0,80
38928,Sales & Marketing,region_15,Bachelor's,f,other,1,32,3.0,9,0,0,51
29342,Operations,region_26,Bachelor's,f,sourcing,2,36,4.0,7,1,0,60
31705,Technology,region_22,Master's & above,f,other,2,33,3.0,7,0,0,78
36887,Sales & Marketing,region_25,Bachelor's,m,sourcing,2,32,3.0,7,0,0,51
24348,Technology,region_1,Master's & above,m,other,1,30,3.0,3,1,1,81
33153,HR,region_2,Bachelor's,f,referred,1,30,,1,0,0,49
49407,Finance,region_27,Bachelor's,m,sourcing,1,34,3.0,7,0,0,62
50185,Sales & Marketing,region_2,Bachelor's,m,other,1,32,1.0,5,0,0,53
18350,Procurement,region_2,Bachelor's,f,sourcing,1,47,1.0,6,0,0,69
14404,Sales & Marketing,region_10,Master's & above,m,other,1,51,3.0,16,0,0,47
6964,Technology,region_7,Bachelor's,m,other,1,29,3.0,3,0,0,92
23568,Procurement,region_2,Master's & above,m,other,1,56,1.0,21,0,0,70
46654,Procurement,region_13,Master's & above,m,sourcing,1,37,5.0,10,1,0,70
29941,Operations,region_15,Master's & above,m,other,1,38,4.0,7,0,0,58
48074,Sales & Marketing,region_9,Bachelor's,m,other,1,28,2.0,5,0,0,46
27129,Sales & Marketing,region_2,Master's & above,f,sourcing,1,36,3.0,5,0,0,52
42897,Sales & Marketing,region_27,Bachelor's,m,other,2,37,1.0,4,0,0,49
3834,Sales & Marketing,region_16,Bachelor's,m,other,1,42,5.0,15,0,0,46
54766,Operations,region_32,Bachelor's,m,sourcing,1,37,3.0,3,1,0,55
39940,Operations,region_7,Bachelor's,m,other,1,27,4.0,4,1,0,58
23150,Sales & Marketing,region_22,Bachelor's,m,other,1,32,5.0,6,1,0,45
19353,Technology,region_15,Master's & above,m,other,1,39,2.0,4,1,0,72
41806,HR,region_2,Bachelor's,f,sourcing,1,57,3.0,31,0,0,47
24814,Sales & Marketing,region_7,Bachelor's,m,other,2,34,3.0,10,0,0,51
40108,Operations,region_2,Bachelor's,f,other,1,44,5.0,6,1,0,63
50560,Sales & Marketing,region_27,Bachelor's,m,sourcing,1,42,3.0,10,0,0,53
48312,Analytics,region_20,Bachelor's,m,other,1,27,3.0,5,1,0,84
18238,HR,region_20,Bachelor's,f,sourcing,1,28,3.0,5,0,0,51
14281,Sales & Marketing,region_31,Bachelor's,f,other,2,37,3.0,11,0,0,50
20466,Procurement,region_7,Bachelor's,m,sourcing,1,27,1.0,2,0,0,65
38730,Procurement,region_22,Master's & above,m,sourcing,1,43,5.0,8,0,0,65
51613,Sales & Marketing,region_2,Bachelor's,f,sourcing,2,34,3.0,3,1,0,53
2196,Sales & Marketing,region_32,Bachelor's,m,other,1,35,1.0,8,0,0,47
4454,Finance,region_19,Bachelor's,f,sourcing,1,36,5.0,7,0,0,59
19372,Operations,region_7,Bachelor's,f,sourcing,1,31,5.0,3,0,0,58
25759,Procurement,region_16,Bachelor's,f,other,1,28,3.0,5,1,0,68
53677,Sales & Marketing,region_2,Bachelor's,m,other,2,35,3.0,8,0,0,50
21626,Finance,region_28,Master's & above,m,sourcing,1,35,4.0,9,0,0,54
11473,Operations,region_4,Master's & above,m,sourcing,1,34,5.0,7,1,0,66
36255,HR,region_2,Bachelor's,f,other,1,49,5.0,5,0,0,50
41524,Operations,region_24,Bachelor's,f,sourcing,1,30,5.0,7,1,0,58
47371,Operations,region_14,Bachelor's,m,other,2,34,5.0,6,1,0,61
5472,Sales & Marketing,region_5,,m,other,1,23,5.0,2,1,0,50
21264,Sales & Marketing,region_1,Bachelor's,m,other,1,42,1.0,11,0,0,47
8850,Procurement,region_23,Master's & above,m,other,1,35,5.0,3,1,0,71
52445,Operations,region_19,Bachelor's,m,other,1,32,5.0,7,1,1,60
36190,Sales & Marketing,region_11,Bachelor's,m,other,1,34,4.0,3,0,0,49
18608,Technology,region_2,Bachelor's,m,sourcing,1,28,1.0,5,0,0,80
28822,Operations,region_2,,m,other,1,39,3.0,12,0,0,66
35146,Sales & Marketing,region_22,Master's & above,m,other,1,58,1.0,15,0,0,48
46369,Operations,region_22,Bachelor's,m,other,1,52,4.0,4,1,0,60
36373,Sales & Marketing,region_6,Bachelor's,f,sourcing,1,26,2.0,3,1,0,48
8030,Sales & Marketing,region_26,Bachelor's,m,other,1,35,4.0,4,0,0,54
1232,Finance,region_2,Bachelor's,m,other,1,30,3.0,5,0,0,60
27405,Sales & Marketing,region_2,Master's & above,f,sourcing,1,48,4.0,10,1,0,47
36775,Procurement,region_2,Below Secondary,f,sourcing,1,20,4.0,2,1,0,69
18472,Operations,region_8,Master's & above,f,sourcing,1,37,5.0,7,1,0,61
31665,Sales & Marketing,region_9,Master's & above,m,other,1,32,3.0,8,1,0,46
12375,Operations,region_31,Bachelor's,f,other,1,30,3.0,5,0,0,64
7838,Sales & Marketing,region_26,Bachelor's,m,sourcing,1,36,5.0,7,1,0,50
16177,Procurement,region_17,Master's & above,f,other,1,43,2.0,5,0,0,69
38860,Operations,region_2,Bachelor's,m,sourcing,1,58,4.0,18,0,0,61
20724,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,24,5.0,2,1,0,51
38749,Sales & Marketing,region_2,,m,sourcing,1,30,4.0,4,1,0,49
27010,Sales & Marketing,region_2,Bachelor's,m,referred,1,32,5.0,3,1,0,55
21831,Analytics,region_2,Bachelor's,m,other,2,60,3.0,15,0,0,87
10466,Analytics,region_22,Bachelor's,m,sourcing,3,30,5.0,4,0,0,85
5663,Technology,region_2,Bachelor's,m,sourcing,6,31,3.0,9,0,0,81
47835,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,33,4.0,4,0,0,54
35693,Sales & Marketing,region_16,Bachelor's,m,sourcing,1,53,5.0,22,0,0,48
41673,Analytics,region_22,Bachelor's,m,other,1,40,3.0,7,0,0,87
4868,Procurement,region_15,Master's & above,f,other,1,39,5.0,7,0,0,66
34761,Analytics,region_20,Bachelor's,m,other,1,28,3.0,2,0,0,85
33361,Procurement,region_5,Master's & above,f,other,1,35,3.0,8,0,0,68
4006,Sales & Marketing,region_7,Bachelor's,f,sourcing,1,32,3.0,3,1,0,45
8589,Sales & Marketing,region_7,Master's & above,f,sourcing,1,33,3.0,3,1,0,46
26111,Sales & Marketing,region_15,,m,other,1,41,1.0,7,0,0,51
13412,Operations,region_22,Bachelor's,m,referred,1,32,5.0,4,1,0,60
53758,Procurement,region_13,Bachelor's,f,sourcing,1,43,5.0,13,0,0,67
32789,Technology,region_2,Bachelor's,f,sourcing,1,38,3.0,9,0,0,82
23099,Sales & Marketing,region_22,Bachelor's,m,referred,2,27,,1,0,0,51
26668,Technology,region_13,Master's & above,m,other,1,45,4.0,16,0,0,75
33967,Sales & Marketing,region_2,Bachelor's,m,other,1,26,3.0,3,0,0,50
1130,Operations,region_2,Bachelor's,m,other,2,28,5.0,7,0,0,63
20128,Sales & Marketing,region_16,Bachelor's,m,sourcing,1,34,5.0,7,1,0,51
2057,Sales & Marketing,region_5,Master's & above,m,other,1,43,2.0,12,0,0,48
30141,Legal,region_2,Below Secondary,f,other,1,27,,1,0,0,54
40966,Sales & Marketing,region_29,Bachelor's,f,sourcing,1,31,3.0,5,0,0,48
49413,Sales & Marketing,region_11,Bachelor's,m,other,1,26,,1,0,0,52
2420,Procurement,region_2,Master's & above,f,other,2,48,3.0,11,0,0,69
47323,Operations,region_2,Bachelor's,m,sourcing,2,31,5.0,3,1,0,62
4419,Legal,region_11,Bachelor's,m,other,1,32,5.0,1,1,0,57
37829,Operations,region_27,Bachelor's,m,other,1,34,5.0,7,0,0,59
6957,Sales & Marketing,region_2,Master's & above,f,other,2,47,4.0,4,0,0,52
19558,Sales & Marketing,region_27,Bachelor's,m,sourcing,1,31,5.0,3,0,0,50
829,Technology,region_8,Master's & above,m,other,1,39,1.0,8,0,0,77
9602,Finance,region_23,Master's & above,m,other,3,33,3.0,3,0,0,61
43297,Technology,region_27,Bachelor's,f,sourcing,1,31,1.0,6,0,0,81
23982,Technology,region_22,Bachelor's,m,other,1,33,4.0,9,1,0,83
27645,Analytics,region_31,Bachelor's,m,sourcing,1,30,5.0,3,1,0,86
10369,Sales & Marketing,region_1,Master's & above,m,other,1,41,1.0,4,0,0,47
31000,Operations,region_7,Bachelor's,f,sourcing,1,37,5.0,4,0,0,61
31118,Procurement,region_17,Bachelor's,m,sourcing,1,37,3.0,11,0,0,74
6791,Sales & Marketing,region_4,Bachelor's,m,sourcing,1,34,1.0,4,0,0,51
31647,Operations,region_4,Bachelor's,f,sourcing,1,46,4.0,13,1,0,57
39236,Technology,region_16,Bachelor's,m,other,1,24,3.0,3,0,0,77
44456,Technology,region_27,Bachelor's,f,sourcing,1,32,2.0,5,0,0,81
19413,Sales & Marketing,region_13,Master's & above,f,other,3,32,1.0,9,0,0,49
26985,Sales & Marketing,region_22,Bachelor's,m,sourcing,2,41,1.0,11,0,0,49
44525,Sales & Marketing,region_20,Bachelor's,m,sourcing,1,33,3.0,7,0,0,53
3701,Procurement,region_29,Bachelor's,f,sourcing,1,30,3.0,6,0,0,74
39875,Operations,region_22,Bachelor's,f,other,1,36,4.0,4,1,0,60
5266,Sales & Marketing,region_4,Bachelor's,m,other,1,27,5.0,1,1,0,48
22604,Finance,region_2,Bachelor's,m,other,1,25,,1,0,0,58
45107,Procurement,region_26,Bachelor's,m,sourcing,1,34,3.0,10,0,1,72
21410,Sales & Marketing,region_22,Master's & above,m,other,1,37,1.0,9,0,0,45
18060,Procurement,region_22,Bachelor's,m,other,1,42,1.0,13,0,0,64
17814,Sales & Marketing,region_7,Bachelor's,f,other,1,27,5.0,2,0,0,47
30489,Sales & Marketing,region_3,Bachelor's,m,sourcing,1,29,4.0,4,0,0,50
48807,Operations,region_34,Bachelor's,m,other,1,34,5.0,6,0,0,55
37635,Procurement,region_15,Bachelor's,m,other,1,32,4.0,7,0,0,69
3320,Analytics,region_29,Bachelor's,m,sourcing,2,29,5.0,5,1,0,84
51457,Procurement,region_9,Bachelor's,f,sourcing,1,28,2.0,2,0,1,64
49348,HR,region_22,Master's & above,m,other,1,33,4.0,7,0,0,54
45020,HR,region_31,Bachelor's,m,other,1,32,2.0,3,0,0,49
47891,Procurement,region_31,Bachelor's,m,sourcing,1,36,3.0,9,0,0,71
32569,Sales & Marketing,region_19,Bachelor's,m,other,1,33,3.0,10,0,0,53
49133,Technology,region_17,Master's & above,m,sourcing,1,35,3.0,3,1,0,76
7588,Sales & Marketing,region_15,Bachelor's,m,other,1,29,5.0,4,0,0,49
31595,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,49,1.0,6,0,0,48
29392,Procurement,region_22,Master's & above,m,sourcing,1,34,4.0,3,1,0,69
23516,Sales & Marketing,region_19,Bachelor's,m,other,1,31,4.0,5,0,0,51
52598,Sales & Marketing,region_15,,m,other,1,28,3.0,5,0,0,51
24115,Sales & Marketing,region_13,,m,sourcing,1,48,3.0,4,1,0,54
54244,Procurement,region_10,Master's & above,f,other,1,31,,1,1,0,68
12223,Technology,region_30,Master's & above,f,sourcing,1,40,1.0,9,0,0,80
11930,Operations,region_26,Bachelor's,f,other,1,31,5.0,6,1,0,59
17140,Finance,region_11,Bachelor's,f,other,1,31,3.0,5,0,0,58
4543,Operations,region_11,Master's & above,m,other,1,33,3.0,3,1,0,52
321,Operations,region_22,Master's & above,m,other,1,34,3.0,3,0,0,75
8673,Operations,region_19,Bachelor's,m,sourcing,2,36,4.0,4,0,0,57
27380,Operations,region_15,Master's & above,m,other,1,41,5.0,13,1,0,64
39581,Sales & Marketing,region_7,Master's & above,m,sourcing,1,32,3.0,5,0,0,53
16146,Sales & Marketing,region_2,Bachelor's,m,sourcing,3,43,1.0,3,0,0,54
45548,Technology,region_10,Master's & above,m,other,1,37,3.0,8,0,0,80
45260,HR,region_5,Master's & above,m,sourcing,1,35,3.0,10,0,0,49
43860,Operations,region_2,Bachelor's,f,other,1,56,5.0,11,1,0,60
29882,Finance,region_2,Bachelor's,f,sourcing,1,39,3.0,4,0,0,75
27736,Operations,region_21,Bachelor's,f,sourcing,1,37,5.0,9,1,0,60
22013,Operations,region_7,Bachelor's,m,other,1,48,5.0,8,1,0,63
37718,Sales & Marketing,region_19,Bachelor's,m,other,1,37,1.0,4,0,0,50
42783,Operations,region_22,Master's & above,f,sourcing,1,32,5.0,7,1,0,61
7738,Operations,region_19,Bachelor's,m,sourcing,2,33,3.0,9,0,0,58
30004,Sales & Marketing,region_28,Master's & above,m,other,1,38,1.0,8,0,0,45
9483,Sales & Marketing,region_15,Bachelor's,m,sourcing,1,27,,1,0,0,48
21759,Sales & Marketing,region_2,Bachelor's,m,other,1,43,5.0,14,0,0,55
10295,Finance,region_15,Bachelor's,m,other,1,30,5.0,4,1,0,55
17847,HR,region_7,Master's & above,f,other,1,50,3.0,10,1,0,51
44285,Operations,region_4,Bachelor's,f,sourcing,1,38,1.0,3,1,0,60
54407,Legal,region_2,Master's & above,m,sourcing,1,37,4.0,4,1,0,60
2695,Technology,region_13,Bachelor's,m,referred,2,31,4.0,5,1,0,79
29019,Sales & Marketing,region_15,Master's & above,m,other,1,39,5.0,3,0,0,48
30765,Operations,region_22,Bachelor's,f,sourcing,1,34,4.0,9,0,0,61
18165,Operations,region_15,Bachelor's,f,other,1,36,3.0,10,0,0,61
21870,Procurement,region_2,Master's & above,m,other,1,33,4.0,5,1,0,72
54424,Sales & Marketing,region_12,Bachelor's,f,other,1,27,,1,0,0,67
21685,Technology,region_7,Master's & above,m,other,2,40,4.0,3,0,0,80
11153,Procurement,region_15,Bachelor's,f,other,1,30,3.0,5,1,0,66
7529,Operations,region_8,Master's & above,f,sourcing,1,33,4.0,9,0,0,63
31250,Sales & Marketing,region_22,Bachelor's,m,other,1,31,3.0,4,0,0,46
49184,Technology,region_2,Master's & above,m,sourcing,1,58,4.0,14,1,0,76
32939,Analytics,region_17,Bachelor's,m,sourcing,1,28,,1,1,0,86
21847,Operations,region_22,Bachelor's,m,other,2,38,5.0,6,0,0,61
15642,Finance,region_1,Master's & above,m,sourcing,1,32,,1,0,0,62
43411,Analytics,region_2,Master's & above,m,sourcing,1,34,5.0,5,1,0,85
40464,Technology,region_2,Master's & above,m,other,1,57,4.0,13,0,0,81
5750,Sales & Marketing,region_6,Bachelor's,m,other,1,40,3.0,7,0,0,50
4338,Sales & Marketing,region_2,Bachelor's,m,referred,1,37,5.0,7,1,0,49
26987,Operations,region_15,,m,other,1,33,3.0,7,0,0,56
47629,Sales & Marketing,region_15,Bachelor's,m,other,3,35,3.0,9,0,0,50
25373,Sales & Marketing,region_15,,m,sourcing,1,24,,1,0,0,53
23151,Technology,region_11,Bachelor's,m,sourcing,1,36,3.0,4,1,0,76
42509,Sales & Marketing,region_9,Bachelor's,m,sourcing,1,27,1.0,3,0,0,46
33287,Legal,region_27,Bachelor's,m,other,1,37,5.0,9,0,0,59
34370,HR,region_16,Below Secondary,m,other,1,22,,1,1,0,45
10882,Sales & Marketing,region_2,Bachelor's,m,other,3,36,2.0,10,0,0,46
47106,Sales & Marketing,region_2,,m,sourcing,1,20,1.0,2,0,0,53
47418,Procurement,region_2,Bachelor's,m,sourcing,4,35,3.0,4,0,0,68
41502,Sales & Marketing,region_31,Bachelor's,m,sourcing,2,30,4.0,6,0,0,44
40299,Sales & Marketing,region_16,Bachelor's,m,sourcing,1,27,1.0,4,0,0,51
52405,Analytics,region_27,Bachelor's,m,sourcing,1,29,4.0,2,1,0,83
8402,Procurement,region_2,Bachelor's,m,sourcing,2,49,5.0,3,1,0,66
47066,Operations,region_2,Bachelor's,f,other,1,37,3.0,7,0,0,58
12329,Sales & Marketing,region_7,Bachelor's,m,sourcing,1,41,5.0,11,0,0,54
35093,Operations,region_2,Bachelor's,f,sourcing,1,49,5.0,9,1,0,60
52900,Analytics,region_22,Bachelor's,m,sourcing,4,27,3.0,4,0,0,90
1022,Sales & Marketing,region_17,Bachelor's,m,sourcing,1,42,3.0,15,1,0,45
43672,Sales & Marketing,region_2,Master's & above,m,sourcing,1,40,2.0,6,0,0,49
36686,Procurement,region_22,Master's & above,f,other,1,34,3.0,3,1,0,68
37165,Sales & Marketing,region_17,Bachelor's,m,sourcing,1,36,3.0,4,0,0,49
5755,Procurement,region_2,Bachelor's,f,other,2,36,4.0,4,1,0,67
34439,Sales & Marketing,region_17,Bachelor's,m,other,1,30,3.0,5,0,0,50
39933,Technology,region_24,Master's & above,m,other,1,32,3.0,7,0,0,81
25834,Technology,region_13,Bachelor's,f,other,2,38,3.0,7,0,0,82
28391,Operations,region_30,Bachelor's,m,other,1,33,4.0,3,0,0,58
35423,Technology,region_28,Master's & above,f,sourcing,1,30,4.0,4,1,0,94
18164,Sales & Marketing,region_31,Bachelor's,m,other,1,28,5.0,3,0,0,53
24231,Analytics,region_19,Bachelor's,m,other,2,34,4.0,3,1,0,81
29492,Operations,region_27,Bachelor's,m,sourcing,1,45,4.0,2,0,0,57
28920,Sales & Marketing,region_2,,m,other,3,31,1.0,3,0,0,51
33054,Operations,region_24,Bachelor's,m,other,1,33,3.0,4,0,0,63
13384,Procurement,region_7,Bachelor's,m,sourcing,1,33,3.0,7,0,0,69
31947,Sales & Marketing,region_2,Bachelor's,f,sourcing,1,40,1.0,4,0,0,52
43471,Sales & Marketing,region_13,,m,sourcing,1,28,4.0,2,0,0,52
34480,Technology,region_15,Bachelor's,f,other,3,33,4.0,3,1,0,78
36517,Finance,region_22,Bachelor's,m,other,1,46,3.0,16,0,0,58
3869,Finance,region_2,Bachelor's,m,other,1,28,3.0,2,0,0,59
40035,Analytics,region_26,Bachelor's,m,other,1,30,4.0,2,1,0,86
3609,Procurement,region_7,Bachelor's,f,sourcing,1,29,,1,0,0,72
18186,Sales & Marketing,region_2,,f,sourcing,2,25,2.0,2,0,0,53
17315,Procurement,region_28,Bachelor's,f,sourcing,3,29,4.0,8,0,0,69
32999,Sales & Marketing,region_2,Master's & above,m,other,1,48,3.0,3,0,0,52
50455,Analytics,region_34,Bachelor's,m,other,1,30,1.0,2,0,0,80
1255,Analytics,region_15,Bachelor's,m,other,1,37,5.0,11,0,1,86
38893,Sales & Marketing,region_28,Master's & above,m,sourcing,1,33,5.0,3,1,0,94
15457,Operations,region_30,Bachelor's,m,other,1,36,4.0,7,0,0,57
52620,Sales & Marketing,region_13,Bachelor's,f,other,1,32,5.0,6,0,0,48
24615,Sales & Marketing,region_13,Master's & above,m,sourcing,1,41,5.0,3,1,0,51
6711,Procurement,region_2,Bachelor's,m,sourcing,1,25,3.0,3,0,0,69
18792,Operations,region_2,Bachelor's,f,sourcing,1,48,5.0,5,1,0,57
